Ward,Tory.Total,Kees.Total,Goldy.Total,Other.Total,Num.Trips,Station,Latitude,Longitude,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,1.13653462818947,Bond St / Queen St E,43.653236,-79.376716,0,0.943221959007403,2.29455033603515
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,0.326516682654515,Parliament St / Gerrard St,43.661149,-79.366648,0,0.146957743084127,1.71296367442563
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.619121833816306,Parliament St / Aberdeen Ave,43.6650445,-79.3682814,0,0.817558193100587,1.36876383255147
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.181319362338925,Dundas St E / Regent Park Blvd,43.6603557,-79.3618038,0,0.382907472711926,1.46364921124989
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.179466622298818,Victoria St / Gould St (Ryerson University),43.6576585,-79.3788017,0,0.381083393078831,1.46431585955934
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.201884776784118,King St W / Bay St (East Side),43.6487191,-79.3796276,0,0.403172175219338,1.45638724142791
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.481555885838331,McGill St / Church St,43.660678,-79.3788522,0,0.680547371385758,1.38443488979546
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,1.58489771789547,King St E / Jarvis St,43.650325,-79.372287,0,1.39081859086064,2.66819727165881
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,2.04502570685614,Gould St / Mutual St,43.6582,-79.3768,0,1.85054590241351,3.07250247263486
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,1.28725503045221,Church St / Alexander St,43.6636,-79.3806,0,1.09361468415655,2.41732112863824
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.160383399885712,Sherbourne St / Carlton St (Allan Gardens),43.6617585,-79.3746818,0,0.362312434631687,1.47130048934759
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.449503483144473,Howard St / Sherbourne St,43.6712495,-79.3764212,0,0.648658077320286,1.3900177698923
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,0.0939978076210354,King St W / Bay St (West Side),43.6487191,-79.3796276,0,0.121748786072537,1.58354427628246
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,0.383303164883807,Princess St / Adelaide St,43.6523981,-79.3673842,0,0.199197217881676,1.74781762211779
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,1.25585108677239,Scott St / The Esplanade,43.64656,-79.375274,0,1.06227129381056,2.39147707127123
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.11119315182086,Wellesley St E / Yonge St Green P,43.664929,-79.3845625,0,0.31410057674352,1.49028073139915
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.22383974625939,Dundas St E / Parliament St,43.6594276,-79.3659956,0,0.42483804777,1.44891662445854
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.32490671544725,Yonge St / Wood St,43.6620286,-79.383353,0,0.524884108834312,1.41840728349323
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.615138442730075,Queen St E / George St (Moss Park),43.6539577,-79.372065,0,0.813588255640909,1.36902580220102
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.762060727910592,Queen St E / Sackville St,43.6562647,-79.361453,0,0.960088419262711,1.3670328477766
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,2.09449386592701,Sherbourne St / Wellesley St,43.6673,-79.374,0,1.89998240865002,3.11689086378281
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,2.81724775557291,Wellington St W / Bay St,43.647331,-79.379673,0,2.6224113106494,3.77983993230685
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.533154695955322,Carlton St / Parliament St,43.6642764,-79.3679725,0,0.731913523655851,1.37696803309219
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,1.52579531061604,Temperance St / Yonge St,43.650855,-79.379492,0,1.33178771196203,2.6176016559862
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.331576579591636,Richmond St E / Jarvis St Green P,43.6524382,-79.3766754,0,0.531500201151797,1.41662436436815
13,-0.243631140135278,-0.50107566688048,-0.345018653446484,10.18606118,-0.230880158411799,Trinity St /Front St E,43.6520867,-79.3603354,0,0.431791933091929,1.44658338283263
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.706385889705365,Danforth Ave / Ellerbeck St,43.676679,-79.356409,1,1.11728951327521,0.773635711573175
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.554553843418563,Boston Ave / Queen St E,43.6613414,-79.3387986,1,0.998729408061778,0.788542438890226
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.763265008936662,Danforth Ave / Gough Ave,43.6786924,-79.3461056,1,1.16369658956488,0.775667317907831
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.769193777065006,Chester Station,43.6782356,-79.3524545,1,1.16858706741873,0.776118705926579
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.718243425962052,Riverdale Park North (Broadview Ave),43.6707898,-79.3561254,1,1.1268847460424,0.773714767017226
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.700735032583037,Riverdale Park South (Broadview Ave),43.6707898,-79.3561254,1,1.11273210370582,0.773661977496628
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.634036391139171,Dundas St E / Broadview Ave,43.6624391,-79.3513456,1,1.05973609158312,0.777083117808191
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.799300802716751,Donlands Station,43.6808917,-79.3377455,1,1.19356683350084,0.779103455516523
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.677575782081695,Jimmie Simpson Park (Queen St E),43.6604409,-79.3453882,1,1.09416084016521,0.774200645172974
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.809583509939347,Danforth Ave / Lamb Ave,43.6821189,-79.3293481,1,1.20215215220113,0.780386386321254
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.677575782081695,Jimmie Simpson Park (Queen St E),43.6612075,-79.3447934,1,1.09416084016521,0.774200645172974
14,0.348663402862242,-0.450323288524218,1.48131854015816,7.498065515,-0.849695331807673,Pape Subway Green P,43.6795523,-79.3453774,1,1.23589065189336,0.786656813949134
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.828852006356465,Danforth Ave / Aldridge Ave,43.6847323,-79.3171844,1,3.0681009243026,1.46417521878315
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.828481458348443,Mortimer Ave / Coxwell Ave,43.6905839,-79.326557,1,3.06797722082736,1.46414446593458
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.798374432696698,Danforth Ave / Coxwell Ave,43.6833563,-79.3235888,1,3.05805838579987,1.46195758616947
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.853493448889893,Stephenson Ave / Main St,43.6877284,-79.301609,1,3.07641724563175,1.46642892144835
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.869241739230806,Woodbine Subway Green P (Cedarvale Ave),43.686833,-79.3110491,1,3.08182360697993,1.4680840900714
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.865536259150591,Danforth Ave / Barrington Ave,43.6884404,-79.3005649,1,3.08054512299578,1.46767960773491
19,2.5814077527883,-2.90211321833766,1.85766947740184,6.981207517,-0.876467425387225,Danforth Ave / Westlake Ave,43.6874331,-79.3052146,1,3.08432789779201,1.46889940506873
